marka_kodu,tip_kodu,arac_yili,kasko_degeri,veri_yili,veri_ay
9,1108,2015,5606590,2026,6
9,1108,2014,5438392,2026,6
9,1109,2016,6533476,2026,6
9,1109,2015,6337472,2026,6
9,1109,2014,6147348,2026,6
9,1110,2016,4900637,2026,6
9,1110,2015,4753619,2026,6
9,1110,2014,4611010,2026,6
9,1111,2015,4579263,2026,6
9,1111,2014,4441884,2026,6
9,1112,2016,5455694,2026,6
9,1112,2015,5292022,2026,6
9,1112,2014,5133262,2026,6
9,1113,2016,5836911,2026,6
9,1113,2015,5661803,2026,6
9,1113,2014,5491948,2026,6
9,1114,2016,7788353,2026,6
9,1114,2015,7554702,2026,6
9,1114,2014,7328060,2026,6
9,1115,2013,1249017,2026,6
9,1116,2015,1100615,2026,6
9,1116,2014,1067597,2026,6
9,1117,2016,1246521,2026,6
9,1117,2015,1209127,2026,6
9,1117,2014,1172852,2026,6
9,1118,2016,1356299,2026,6
9,1118,2015,1315609,2026,6
9,1118,2014,1276142,2026,6
9,1119,2016,1744532,2026,6
9,1119,2015,1692196,2026,6
9,1119,2014,1641430,2026,6
9,1120,2016,2771895,2026,6
9,1120,2015,2688738,2026,6
9,1120,2014,2608076,2026,6
9,1121,2016,1152088,2026,6
9,1121,2015,1117526,2026,6
9,1121,2014,1083999,2026,6
9,1122,2016,1291919,2026,6
9,1122,2015,1253161,2026,6
9,1122,2014,1215567,2026,6
9,1123,2016,1139701,2026,6
9,1123,2015,1105510,2026,6
9,1123,2014,1072345,2026,6
9,1124,2016,1145464,2026,6
9,1124,2015,1111100,2026,6
9,1124,2014,1077767,2026,6
9,1125,2016,1160861,2026,6
9,1125,2015,1126035,2026,6
9,1125,2014,1092254,2026,6
