marka_kodu,tip_kodu,arac_yili,kasko_degeri,veri_yili,veri_ay
107,1077,2015,1119809,2026,6
107,1077,2014,999328,2026,6
107,1078,2017,1334192,2026,6
107,1078,2016,1235373,2026,6
107,1078,2015,1143858,2026,6
107,1078,2014,1030230,2026,6
107,1079,2017,1420324,2026,6
107,1079,2016,1315114,2026,6
107,1079,2015,1217687,2026,6
107,1079,2014,1096747,2026,6
107,1080,2014,1129643,2026,6
107,1081,2017,1506815,2026,6
107,1081,2016,1395201,2026,6
107,1081,2015,1291860,2026,6
107,1081,2014,1163524,2026,6
107,1082,2018,1494764,2026,6
107,1082,2017,1358870,2026,6
107,1082,2016,1258223,2026,6
107,1082,2015,1165031,2026,6
107,1082,2014,1049295,2026,6
107,1083,2017,1510113,2026,6
107,1083,2016,1398241,2026,6
107,1083,2015,1294670,2026,6
107,1083,2014,1239086,2026,6
107,1084,2017,1527227,2026,6
107,1084,2016,1414098,2026,6
107,1084,2015,1309354,2026,6
107,1084,2014,1179288,2026,6
107,1085,2014,1214669,2026,6
107,1086,2017,1658332,2026,6
107,1086,2016,1507666,2026,6
107,1086,2015,1378690,2026,6
107,1086,2014,1204333,2026,6
107,1087,2018,1494764,2026,6
107,1087,2017,1358870,2026,6
107,1087,2016,1258223,2026,6
107,1087,2015,1165031,2026,6
107,1087,2014,1049295,2026,6
107,1088,2016,1300390,2026,6
107,1088,2015,1204047,2026,6
107,1088,2014,1084466,2026,6
107,1089,2018,787594,2026,6
107,1089,2017,715993,2026,6
107,1089,2016,669159,2026,6
107,1089,2015,625374,2026,6
107,1089,2014,568527,2026,6
107,1090,2017,737461,2026,6
107,1090,2016,689233,2026,6
107,1090,2015,644144,2026,6
107,1090,2014,585575,2026,6
107,1091,2018,855738,2026,6
107,1091,2017,777930,2026,6
107,1091,2016,727034,2026,6
107,1091,2015,679492,2026,6
107,1091,2014,617710,2026,6
107,1092,2017,836505,2026,6
107,1092,2016,781774,2026,6
107,1092,2015,730622,2026,6
107,1092,2014,664211,2026,6
107,1093,2017,849064,2026,6
107,1093,2016,793507,2026,6
107,1093,2015,741583,2026,6
107,1093,2014,674172,2026,6
107,1094,2017,861606,2026,6
107,1094,2016,805227,2026,6
107,1094,2015,752555,2026,6
107,1094,2014,684143,2026,6
107,1095,2017,878328,2026,6
107,1095,2016,820868,2026,6
107,1095,2015,767176,2026,6
107,1095,2014,697419,2026,6
107,1096,2018,880529,2026,6
107,1096,2017,852776,2026,6
107,1096,2016,809169,2026,6
107,1096,2015,749616,2026,6
107,1096,2014,742120,2026,6
107,1097,2017,900706,2026,6
107,1097,2016,887495,2026,6
107,1097,2015,839412,2026,6
107,1097,2014,686778,2026,6
107,1098,2018,962596,2026,6
107,1098,2017,875071,2026,6
107,1098,2016,810263,2026,6
107,1098,2015,757254,2026,6
107,1098,2014,688412,2026,6
107,1099,2017,960325,2026,6
107,1099,2016,889184,2026,6
107,1099,2015,830997,2026,6
107,1099,2014,755477,2026,6
107,1100,2018,1125528,2026,6
107,1100,2017,1063999,2026,6
107,1100,2016,1038309,2026,6
107,1100,2015,1020604,2026,6
107,1100,2014,986726,2026,6
107,1101,2018,1179354,2026,6
107,1101,2017,1105946,2026,6
107,1101,2016,1089797,2026,6
107,1101,2015,1029423,2026,6
107,1101,2014,1000726,2026,6
107,1102,2018,1189559,2026,6
107,1102,2017,1118440,2026,6
107,1102,2016,1104760,2026,6
107,1102,2015,1045917,2026,6
107,1102,2014,1015322,2026,6
107,1103,2017,1153634,2026,6
107,1103,2016,1133904,2026,6
107,1103,2015,1104540,2026,6
107,1103,2014,1060393,2026,6
107,1104,2017,1066977,2026,6
107,1104,2016,969982,2026,6
107,1104,2015,898137,2026,6
107,1104,2014,801501,2026,6
107,1105,2017,1174214,2026,6
107,1105,2016,1157008,2026,6
107,1105,2015,1140067,2026,6
107,1105,2014,865633,2026,6
107,1106,2017,1306980,2026,6
107,1106,2016,1268551,2026,6
107,1106,2015,1100166,2026,6
107,1106,2014,981786,2026,6
107,1107,2014,1103162,2026,6
107,1108,2017,1244111,2026,6
107,1108,2016,1130995,2026,6
107,1108,2015,1028185,2026,6
107,1108,2014,917573,2026,6
107,1109,2015,1166171,2026,6
107,1109,2014,1040695,2026,6
107,1111,2015,1048488,2026,6
107,1112,2017,1362950,2026,6
107,1112,2016,1273788,2026,6
107,1112,2015,1179436,2026,6
107,1113,2015,1053039,2026,6
107,1114,2015,706287,2026,6
107,1117,2018,958497,2026,6
107,1117,2017,855806,2026,6
107,1117,2016,764129,2026,6
107,1118,2018,1019682,2026,6
107,1118,2017,910433,2026,6
107,1118,2016,812882,2026,6
107,1118,2015,725800,2026,6
107,1119,2018,1102280,2026,6
107,1119,2017,984180,2026,6
107,1119,2016,947331,2026,6
107,1120,2018,1172641,2026,6
107,1120,2017,1047008,2026,6
107,1120,2016,934832,2026,6
107,1121,2018,1339854,2026,6
107,1121,2017,1293184,2026,6
107,1121,2016,1275019,2026,6
107,1122,2017,1191008,2026,6
107,1122,2016,1082728,2026,6
107,1123,2018,736751,2026,6
107,1123,2017,688541,2026,6
107,1123,2016,643510,2026,6
107,1123,2015,604903,2026,6
107,1124,2018,783785,2026,6
107,1124,2017,732519,2026,6
107,1124,2016,684597,2026,6
107,1124,2015,643510,2026,6
107,1125,2018,859269,2026,6
107,1125,2017,803072,2026,6
107,1125,2016,770480,2026,6
107,1125,2015,701437,2026,6
107,1126,2018,895612,2026,6
107,1126,2017,837015,2026,6
107,1126,2016,782272,2026,6
107,1126,2015,735318,2026,6
107,1127,2018,851406,2026,6
107,1127,2017,795704,2026,6
107,1127,2016,743644,2026,6
107,1127,2015,694988,2026,6
107,1128,2018,919514,2026,6
107,1128,2017,859350,2026,6
107,1128,2016,803128,2026,6
107,1128,2015,750587,2026,6
107,1129,2018,965485,2026,6
107,1129,2017,902316,2026,6
107,1129,2016,843291,2026,6
107,1129,2015,788122,2026,6
107,1130,2016,1461990,2026,6
107,1131,2016,9111411,2026,6
107,1132,2017,1376610,2026,6
107,1133,2018,1693212,2026,6
107,1133,2017,1539272,2026,6
107,1134,2018,1729626,2026,6
107,1134,2017,1572395,2026,6
107,1135,2018,1810604,2026,6
107,1135,2017,1604790,2026,6
107,1136,2014,1658772,2026,6
107,1137,2018,1094076,2026,6
107,1137,2017,1013023,2026,6
107,1138,2018,1215626,2026,6
107,1138,2017,1125585,2026,6
107,1139,2018,1266291,2026,6
107,1139,2017,1172494,2026,6
107,1140,2018,1176432,2026,6
107,1140,2017,1089286,2026,6
107,1141,2018,1449081,2026,6
107,1141,2017,1210313,2026,6
107,1142,2018,1448490,2026,6
107,1142,2017,1260729,2026,6
107,1143,2018,1418328,2026,6
107,1143,2017,1313257,2026,6
107,1144,2018,1575929,2026,6
107,1144,2017,1459180,2026,6
107,1145,2018,1264274,2026,6
107,1145,2017,1170630,2026,6
107,1146,2018,1340135,2026,6
107,1146,2017,1240876,2026,6
107,1147,2018,1397422,2026,6
107,1147,2017,1349066,2026,6
107,1148,2018,1435556,2026,6
107,1148,2017,1329220,2026,6
107,1149,2018,1607832,2026,6
107,1149,2017,1488736,2026,6
107,1150,2018,1460766,2026,6
107,1150,2017,1352548,2026,6
107,1151,2018,1430559,2026,6
107,1151,2017,1287701,2026,6
107,1152,2018,1516425,2026,6
107,1152,2017,1364969,2026,6
107,1153,2018,1586850,2026,6
107,1153,2017,1543609,2026,6
107,1154,2018,1592137,2026,6
107,1154,2017,1572697,2026,6
107,1155,2018,1768607,2026,6
107,1155,2017,1637590,2026,6
107,1156,2013,739401,2026,6
107,1157,2017,18836842,2026,6
107,1158,2018,1535706,2026,6
107,1159,2019,1223284,2026,6
107,1160,2019,1359221,2026,6
107,1161,2019,1465100,2026,6
107,1162,2020,1585785,2026,6
107,1162,2019,1516539,2026,6
107,1163,2020,1566057,2026,6
107,1163,2019,1546920,2026,6
107,1164,2020,1720273,2026,6
107,1164,2019,1638553,2026,6
107,1165,2020,1851751,2026,6
107,1165,2019,1816293,2026,6
107,1166,2020,1458318,2026,6
107,1166,2019,1309245,2026,6
107,1167,2020,1572394,2026,6
107,1167,2019,1524865,2026,6
107,1168,2020,1676799,2026,6
107,1168,2019,1638093,2026,6
107,1169,2020,1640004,2026,6
107,1169,2019,1500093,2026,6
107,1170,2020,1740595,2026,6
107,1170,2019,1611218,2026,6
107,1171,2020,1806352,2026,6
107,1171,2019,1740235,2026,6
107,1172,2020,1834740,2026,6
107,1172,2019,1816389,2026,6
107,1173,2018,1440844,2026,6
107,1174,2021,1209382,2026,6
107,1174,2020,1099434,2026,6
107,1174,2019,1089178,2026,6
107,1175,2021,1683107,2026,6
107,1175,2020,1214697,2026,6
107,1175,2019,1203369,2026,6
107,1176,2025,1888210,2026,6
107,1176,2024,1883351,2026,6
107,1176,2023,1864517,2026,6
107,1176,2022,1845872,2026,6
107,1176,2021,1761848,2026,6
107,1176,2020,1631380,2026,6
107,1176,2019,1418798,2026,6
107,1177,2020,832451,2026,6
107,1177,2019,805614,2026,6
107,1178,2020,886608,2026,6
107,1178,2019,857485,2026,6
107,1179,2020,1054528,2026,6
107,1179,2019,923627,2026,6
107,1180,2020,1221167,2026,6
107,1180,2019,985775,2026,6
107,1181,2020,1274891,2026,6
107,1181,2019,1036526,2026,6
107,1182,2020,1964477,2026,6
107,1182,2019,1849115,2026,6
107,1183,2020,1826039,2026,6
107,1184,2020,2005231,2026,6
107,1185,2020,1893528,2026,6
107,1186,2020,1963287,2026,6
107,1187,2020,1726372,2026,6
107,1188,2020,2018048,2026,6
107,1189,2026,2037800,2026,6
107,1189,2025,1755431,2026,6
107,1189,2024,1515635,2026,6
107,1189,2023,1500480,2026,6
107,1189,2022,1360265,2026,6
107,1189,2021,1255343,2026,6
107,1189,2020,1033318,2026,6
107,1190,2024,1726312,2026,6
107,1190,2023,1709050,2026,6
107,1190,2022,1504090,2026,6
107,1190,2021,1388077,2026,6
107,1190,2020,1368578,2026,6
107,1191,2024,1885177,2026,6
107,1191,2023,1866325,2026,6
107,1191,2022,1598453,2026,6
107,1191,2021,1475158,2026,6
107,1191,2020,1440602,2026,6
107,1192,2024,1940965,2026,6
107,1192,2023,1921553,2026,6
107,1192,2022,1726195,2026,6
107,1192,2021,1593042,2026,6
107,1192,2020,1509919,2026,6
107,1193,2024,2098316,2026,6
107,1193,2023,2077333,2026,6
107,1193,2022,1918719,2026,6
107,1193,2021,1827000,2026,6
107,1193,2020,1632947,2026,6
107,1194,2020,836424,2026,6
107,1195,2020,890568,2026,6
107,1196,2020,1054528,2026,6
107,1197,2020,1255949,2026,6
107,1198,2020,1323295,2026,6
107,1199,2020,1602228,2026,6
107,1200,2020,1748750,2026,6
107,1201,2020,1827283,2026,6
107,1202,2020,1826039,2026,6
107,1203,2021,2191053,2026,6
107,1203,2020,1964477,2026,6
107,1204,2020,2005231,2026,6
107,1205,2021,1547249,2026,6
107,1206,2021,1757275,2026,6
107,1207,2021,1737542,2026,6
107,1207,2020,1633994,2026,6
107,1208,2022,1082177,2026,6
107,1208,2021,998700,2026,6
107,1209,2022,1118502,2026,6
107,1209,2021,1032235,2026,6
107,1210,2022,1184177,2026,6
107,1210,2021,1092839,2026,6
107,1211,2021,1358029,2026,6
107,1212,2021,1387704,2026,6
107,1213,2014,694029,2026,6
107,1214,2013,375462,2026,6
107,1217,2019,3092073,2026,6
107,1218,2021,22593766,2026,6
107,1218,2020,21958719,2026,6
107,1219,2013,3828273,2026,6
107,1221,2024,2062444,2026,6
107,1221,2023,2041820,2026,6
107,1221,2022,1876339,2026,6
107,1221,2021,1816265,2026,6
107,1222,2024,2157600,2026,6
107,1222,2023,2136023,2026,6
107,1222,2022,1964204,2026,6
107,1222,2021,1905268,2026,6
107,1223,2024,2221878,2026,6
107,1223,2023,2199659,2026,6
107,1223,2022,2106315,2026,6
107,1223,2021,2049953,2026,6
107,1224,2024,2422450,2026,6
107,1224,2023,2398226,2026,6
107,1224,2022,2230662,2026,6
107,1224,2021,2099376,2026,6
107,1225,2024,2515628,2026,6
107,1225,2023,2490469,2026,6
107,1225,2022,2285951,2026,6
107,1225,2021,2196551,2026,6
107,1226,2024,2725275,2026,6
107,1226,2023,2698020,2026,6
107,1226,2022,2476078,2026,6
107,1226,2021,2412656,2026,6
107,1227,2024,2818448,2026,6
107,1227,2023,2790262,2026,6
107,1227,2022,2536141,2026,6
107,1227,2021,2509843,2026,6
107,1229,2022,1562944,2026,6
107,1230,2021,22674279,2026,6
107,1231,2024,2500912,2026,6
107,1231,2023,2475906,2026,6
107,1231,2022,2361824,2026,6
107,1232,2024,2678683,2026,6
107,1232,2023,2651898,2026,6
107,1232,2022,2486658,2026,6
107,1233,2024,2981506,2026,6
107,1233,2023,2951691,2026,6
107,1233,2022,2809496,2026,6
107,1234,2024,2708836,2026,6
107,1234,2023,2681750,2026,6
107,1234,2022,2641520,2026,6
107,1235,2023,3143667,2026,6
107,1235,2022,2716638,2026,6
107,1236,2023,3972679,2026,6
107,1236,2022,3509034,2026,6
107,1237,2023,4328891,2026,6
107,1237,2022,3823480,2026,6
107,1238,2023,4389289,2026,6
107,1238,2022,3876838,2026,6
107,1239,2022,2273181,2026,6
107,1240,2019,1468468,2026,6
107,1241,2024,13172707,2026,6
107,1241,2023,13040982,2026,6
107,1242,2024,2554177,2026,6
107,1242,2023,2528633,2026,6
107,1243,2018,3337983,2026,6
107,1244,2023,22386619,2026,6
107,1245,2023,6714087,2026,6
107,1246,2026,2157900,2026,6
107,1246,2025,2027026,2026,6
107,1246,2024,1923168,2026,6
107,1247,2026,2277500,2026,6
107,1247,2025,2141752,2026,6
107,1247,2024,2034099,2026,6
107,1248,2026,2445300,2026,6
107,1248,2025,2283099,2026,6
107,1248,2024,2136908,2026,6
107,1249,2026,2445300,2026,6
107,1249,2025,2283099,2026,6
107,1249,2024,2136908,2026,6
107,1250,2026,2657100,2026,6
107,1250,2025,2420038,2026,6
107,1250,2024,2206955,2026,6
107,1251,2026,5098300,2026,6
107,1251,2025,5047317,2026,6
107,1251,2024,3480698,2026,6
107,1252,2026,5615600,2026,6
107,1252,2025,5559444,2026,6
107,1252,2024,3713518,2026,6
107,1253,2026,2720400,2026,6
107,1253,2025,2511557,2026,6
107,1253,2024,2357383,2026,6
107,1254,2026,3134200,2026,6
107,1254,2025,2916228,2026,6
107,1254,2024,2608541,2026,6
107,1255,2026,3335400,2026,6
107,1255,2025,3273915,2026,6
107,1255,2024,2859212,2026,6
107,1256,2025,3178157,2026,6
107,1256,2024,2900925,2026,6
107,1257,2025,3281299,2026,6
107,1257,2024,2994935,2026,6
107,1258,2026,3618800,2026,6
107,1258,2025,3408923,2026,6
107,1258,2024,2914215,2026,6
107,1259,2026,3760200,2026,6
107,1259,2025,3518587,2026,6
107,1259,2024,3020291,2026,6
107,1260,2026,3764300,2026,6
107,1260,2025,3546179,2026,6
107,1260,2024,3031364,2026,6
107,1261,2026,3879200,2026,6
107,1261,2025,3655643,2026,6
107,1261,2024,3137807,2026,6
107,1262,2026,3736900,2026,6
107,1262,2025,3520895,2026,6
107,1262,2024,2975370,2026,6
107,1263,2026,4065000,2026,6
107,1263,2025,3617596,2026,6
107,1263,2024,3081189,2026,6
107,1264,2026,4188900,2026,6
107,1264,2025,3748852,2026,6
107,1264,2024,3159572,2026,6
107,1265,2026,4330200,2026,6
107,1265,2025,4078146,2026,6
107,1265,2024,3274655,2026,6
107,1266,2013,1062834,2026,6
107,1267,2025,2872943,2026,6
107,1267,2024,2619236,2026,6
107,1268,2026,2486500,2026,6
107,1268,2025,2422346,2026,6
107,1269,2026,3147200,2026,6
107,1269,2025,2474018,2026,6
107,1270,2026,2249200,2026,6
107,1270,2025,2148336,2026,6
107,1271,2026,2228000,2026,6
107,1271,2025,2127366,2026,6
107,1272,2026,1314900,2026,6
107,1272,2025,1179117,2026,6
107,1273,2026,1503800,2026,6
107,1273,2025,1348780,2026,6
107,1274,2026,1633800,2026,6
107,1274,2025,1465568,2026,6
107,1275,2026,1713900,2026,6
107,1275,2025,1539012,2026,6
107,1276,2025,10624070,2026,6
107,1277,2023,33909263,2026,6
107,1278,2026,3508200,2026,6
107,1278,2025,3109328,2026,6
107,1279,2026,2367500,2026,6
107,1280,2026,2229400,2026,6
111,498,2012,384391,2026,6
111,499,2012,340881,2026,6
111,500,2012,333769,2026,6
111,501,2012,347361,2026,6
111,502,2012,398495,2026,6
111,541,2012,547422,2026,6
111,542,2012,556495,2026,6
111,544,2012,649452,2026,6
111,556,2012,735297,2026,6
111,567,2012,395927,2026,6
111,568,2012,423622,2026,6
111,569,2014,498069,2026,6
111,569,2013,475067,2026,6
111,569,2012,405630,2026,6
111,570,2014,590185,2026,6
111,570,2013,554212,2026,6
111,570,2012,531343,2026,6
111,572,2012,475828,2026,6
111,573,2012,453802,2026,6
111,574,2012,475470,2026,6
111,576,2012,490087,2026,6
111,579,2012,463263,2026,6
111,580,2012,476890,2026,6
111,588,2012,829669,2026,6
111,595,2012,640213,2026,6
111,603,2012,266839,2026,6
111,605,2012,453802,2026,6
111,607,2012,475470,2026,6
111,608,2012,473029,2026,6
111,610,2012,463263,2026,6
111,612,2012,508566,2026,6
111,615,2012,491102,2026,6
111,617,2012,544972,2026,6
111,624,2012,423622,2026,6
111,625,2012,441969,2026,6
111,630,2012,344338,2026,6
111,632,2012,579398,2026,6
111,633,2012,689459,2026,6
111,634,2012,683402,2026,6
111,639,2012,568798,2026,6
111,640,2013,680415,2026,6
111,640,2012,661623,2026,6
111,641,2012,614096,2026,6
111,642,2013,1038989,2026,6
111,642,2012,910007,2026,6
111,643,2012,689467,2026,6
111,645,2012,573812,2026,6
111,646,2012,606325,2026,6
111,647,2012,670441,2026,6
111,653,2012,575920,2026,6
111,654,2012,614121,2026,6
111,655,2012,896654,2026,6
111,656,2012,655533,2026,6
111,668,2012,456915,2026,6
111,670,2013,638789,2026,6
111,670,2012,586273,2026,6
111,671,2012,614121,2026,6
111,672,2012,906453,2026,6
111,673,2012,703472,2026,6
111,676,2013,426789,2026,6
111,676,2012,407579,2026,6
111,677,2013,436105,2026,6
111,677,2012,432097,2026,6
111,679,2012,567804,2026,6
111,680,2012,605778,2026,6
111,681,2015,796745,2026,6
111,681,2014,644886,2026,6
111,681,2013,610316,2026,6
111,681,2012,591013,2026,6
111,682,2012,579398,2026,6
111,683,2013,635955,2026,6
111,683,2012,605778,2026,6
111,684,2012,528009,2026,6
111,686,2012,541297,2026,6
111,687,2012,546730,2026,6
111,689,2012,584590,2026,6
111,691,2012,526812,2026,6
111,692,2012,566437,2026,6
111,693,2012,620887,2026,6
111,694,2015,738438,2026,6
111,694,2014,643483,2026,6
111,694,2013,597502,2026,6
111,694,2012,572915,2026,6
111,696,2013,716634,2026,6
111,696,2012,672640,2026,6
111,699,2012,432207,2026,6
111,700,2012,432207,2026,6
111,701,2012,463263,2026,6
111,706,2013,504946,2026,6
111,706,2012,483314,2026,6
111,707,2013,535281,2026,6
111,707,2012,520277,2026,6
111,708,2012,497720,2026,6
111,709,2012,521128,2026,6
111,710,2012,495214,2026,6
111,711,2012,603875,2026,6
111,712,2012,542484,2026,6
111,713,2012,473636,2026,6
111,715,2012,497093,2026,6
111,716,2014,704718,2026,6
111,716,2013,650934,2026,6
111,716,2012,623232,2026,6
111,717,2014,752659,2026,6
111,717,2013,670735,2026,6
111,717,2012,652199,2026,6
111,721,2013,549055,2026,6
111,721,2012,491736,2026,6
111,722,2013,558952,2026,6
111,722,2012,501283,2026,6
111,723,2013,576938,2026,6
111,723,2012,522179,2026,6
111,724,2013,561448,2026,6
111,724,2012,528203,2026,6
111,725,2012,579398,2026,6
111,726,2015,755609,2026,6
111,726,2014,660951,2026,6
111,726,2013,584336,2026,6
111,726,2012,522600,2026,6
111,727,2013,600933,2026,6
111,727,2012,535135,2026,6
111,728,2013,587081,2026,6
111,728,2012,547422,2026,6
111,729,2012,651660,2026,6
111,731,2012,567899,2026,6
111,732,2012,605310,2026,6
111,733,2013,613480,2026,6
111,733,2012,586015,2026,6
111,734,2015,810970,2026,6
111,734,2014,716006,2026,6
111,734,2013,661149,2026,6
111,734,2012,626400,2026,6
111,735,2013,704063,2026,6
111,735,2012,662795,2026,6
111,736,2012,635225,2026,6
111,737,2012,672640,2026,6
111,738,2013,693611,2026,6
111,738,2012,653333,2026,6
111,739,2013,738128,2026,6
111,739,2012,690750,2026,6
111,740,2013,774708,2026,6
111,740,2012,721445,2026,6
111,741,2012,450318,2026,6
111,742,2012,484629,2026,6
111,743,2012,485258,2026,6
111,744,2012,485258,2026,6
111,745,2012,515060,2026,6
111,746,2012,423999,2026,6
111,747,2012,463263,2026,6
111,748,2012,450316,2026,6
111,749,2012,487197,2026,6
111,750,2012,602664,2026,6
111,751,2015,809501,2026,6
111,751,2014,788567,2026,6
111,751,2013,770356,2026,6
111,751,2012,626400,2026,6
111,752,2015,918986,2026,6
111,752,2014,807782,2026,6
111,752,2013,741670,2026,6
111,752,2012,694065,2026,6
111,753,2014,523104,2026,6
111,753,2013,496815,2026,6
111,753,2012,456789,2026,6
111,754,2013,649454,2026,6
111,754,2012,609238,2026,6
111,755,2013,714225,2026,6
111,755,2012,661434,2026,6
111,1001,2013,749551,2026,6
111,1001,2012,681625,2026,6
111,1002,2013,784183,2026,6
111,1002,2012,747955,2026,6
111,1003,2014,489603,2026,6
111,1003,2013,477434,2026,6
111,1003,2012,457593,2026,6
111,1004,2012,449897,2026,6
111,1006,2015,687674,2026,6
111,1006,2014,599315,2026,6
111,1006,2013,548391,2026,6
111,1006,2012,519438,2026,6
111,1007,2014,623413,2026,6
111,1007,2013,579774,2026,6
111,1007,2012,557428,2026,6
111,1008,2014,633376,2026,6
111,1008,2013,608280,2026,6
111,1008,2012,554538,2026,6
111,1009,2012,536680,2026,6
111,1010,2012,579398,2026,6
111,1011,2012,528012,2026,6
111,1012,2012,446439,2026,6
111,1013,2014,703722,2026,6
111,1013,2013,628533,2026,6
111,1013,2012,556004,2026,6
111,1014,2014,750103,2026,6
111,1014,2013,669087,2026,6
111,1014,2012,586273,2026,6
111,1015,2013,744192,2026,6
111,1015,2012,654686,2026,6
111,1016,2013,600270,2026,6
111,1016,2012,556495,2026,6
111,1017,2013,619727,2026,6
111,1017,2012,575919,2026,6
111,1018,2013,704419,2026,6
111,1018,2012,624683,2026,6
111,1019,2012,432207,2026,6
111,1020,2013,535281,2026,6
111,1020,2012,519438,2026,6
111,1021,2013,567716,2026,6
111,1021,2012,537506,2026,6
111,1022,2013,681105,2026,6
111,1022,2012,635640,2026,6
111,1023,2013,969859,2026,6
111,1023,2012,784519,2026,6
111,1024,2012,618233,2026,6
111,1025,2013,807574,2026,6
111,1025,2012,681969,2026,6
111,1026,2012,327943,2026,6
111,1027,2012,355763,2026,6
111,1028,2012,392685,2026,6
111,1029,2012,439950,2026,6
111,1030,2013,620084,2026,6
111,1030,2012,547379,2026,6
111,1031,2014,631221,2026,6
111,1031,2013,598347,2026,6
111,1031,2012,535135,2026,6
111,1032,2019,902969,2026,6
111,1032,2018,826921,2026,6
111,1032,2017,814855,2026,6
111,1032,2016,802917,2026,6
111,1032,2015,791159,2026,6
111,1032,2014,770701,2026,6
111,1032,2013,752899,2026,6
111,1032,2012,576114,2026,6
111,1033,2013,653802,2026,6
111,1033,2012,576114,2026,6
111,1034,2015,864260,2026,6
111,1034,2014,794674,2026,6
111,1034,2013,781837,2026,6
111,1034,2012,595757,2026,6
111,1035,2014,685268,2026,6
111,1035,2013,645309,2026,6
111,1035,2012,634121,2026,6
111,1036,2013,650468,2026,6
111,1036,2012,618233,2026,6
111,1037,2015,807625,2026,6
111,1037,2014,765169,2026,6
111,1037,2013,733922,2026,6
111,1037,2012,644482,2026,6
111,1038,2013,750113,2026,6
111,1038,2012,649064,2026,6
111,1039,2015,866835,2026,6
111,1039,2014,815841,2026,6
111,1039,2013,778447,2026,6
111,1039,2012,682481,2026,6
111,1040,2013,850596,2026,6
111,1040,2012,743952,2026,6
111,1041,2014,775486,2026,6
111,1041,2013,711198,2026,6
111,1041,2012,581132,2026,6
111,1042,2013,730636,2026,6
111,1042,2012,662658,2026,6
111,1043,2016,863425,2026,6
111,1043,2015,816802,2026,6
111,1043,2014,737167,2026,6
111,1043,2013,685266,2026,6
111,1043,2012,619297,2026,6
111,1044,2015,832489,2026,6
111,1044,2014,769568,2026,6
111,1044,2013,728521,2026,6
111,1044,2012,674724,2026,6
111,1045,2014,769568,2026,6
111,1045,2013,715105,2026,6
111,1045,2012,649085,2026,6
111,1046,2015,868284,2026,6
111,1046,2014,802007,2026,6
111,1046,2013,765016,2026,6
111,1046,2012,684054,2026,6
111,1047,2013,635327,2026,6
111,1047,2012,575919,2026,6
111,1048,2013,587311,2026,6
111,1048,2012,541597,2026,6
111,1049,2014,801756,2026,6
111,1049,2013,707491,2026,6
111,1049,2012,672871,2026,6
111,1050,2012,459393,2026,6
111,1051,2018,770534,2026,6
111,1051,2017,723007,2026,6
111,1051,2016,663277,2026,6
111,1051,2015,653572,2026,6
111,1051,2014,601344,2026,6
111,1051,2013,587446,2026,6
111,1051,2012,509371,2026,6
111,1052,2012,975405,2026,6
111,1053,2012,944330,2026,6
111,1054,2012,1072561,2026,6
111,1055,2012,1166657,2026,6
111,1056,2012,1290262,2026,6
111,1057,2012,1396240,2026,6
111,1058,2013,619333,2026,6
111,1058,2012,553547,2026,6
111,1059,2013,602349,2026,6
111,1059,2012,585716,2026,6
111,1060,2013,479801,2026,6
111,1061,2013,524406,2026,6
111,1062,2014,508490,2026,6
111,1062,2013,477348,2026,6
111,1063,2014,533380,2026,6
111,1063,2013,477766,2026,6
111,1064,2013,573194,2026,6
111,1065,2013,573194,2026,6
111,1066,2013,617026,2026,6
111,1067,2013,569080,2026,6
111,1068,2014,909076,2026,6
111,1068,2013,857180,2026,6
111,1068,2012,779020,2026,6
111,1069,2014,964164,2026,6
111,1069,2013,899307,2026,6
111,1069,2012,818973,2026,6
111,1070,2013,533606,2026,6
111,1071,2015,765110,2026,6
111,1071,2014,668963,2026,6
111,1071,2013,591330,2026,6
111,1072,2013,600431,2026,6
111,1073,2015,793152,2026,6
111,1073,2014,704718,2026,6
111,1073,2013,619328,2026,6
111,1074,2013,898655,2026,6
111,1075,2013,941457,2026,6
111,1076,2014,543719,2026,6
111,1076,2013,499022,2026,6
111,1077,2014,580217,2026,6
111,1077,2013,530562,2026,6
111,1078,2014,586461,2026,6
111,1078,2013,535910,2026,6
111,1079,2015,630899,2026,6
111,1079,2014,599799,2026,6
111,1079,2013,587311,2026,6
111,1080,2014,634667,2026,6
111,1080,2013,620398,2026,6
111,1081,2015,724484,2026,6
111,1081,2014,645817,2026,6
111,1081,2013,638130,2026,6
111,1083,2013,613295,2026,6
111,1085,2013,689353,2026,6
111,1086,2013,613295,2026,6
111,1087,2013,692234,2026,6
111,1088,2013,925223,2026,6
111,1089,2017,1537969,2026,6
111,1089,2016,1437966,2026,6
111,1089,2015,1271272,2026,6
111,1089,2014,1138230,2026,6
111,1089,2013,1042024,2026,6
111,1090,2015,1335921,2026,6
111,1090,2014,1203084,2026,6
111,1090,2013,1106864,2026,6
111,1091,2013,882083,2026,6
111,1092,2013,650934,2026,6
111,1093,2013,692234,2026,6
111,1094,2015,994484,2026,6
111,1094,2014,865395,2026,6
111,1094,2013,769186,2026,6
111,1095,2015,937852,2026,6
111,1095,2014,816907,2026,6
111,1095,2013,714867,2026,6
111,1096,2016,1002513,2026,6
111,1096,2015,973182,2026,6
111,1096,2014,845361,2026,6
111,1096,2013,750113,2026,6
111,1097,2016,1130455,2026,6
111,1097,2015,1024565,2026,6
111,1097,2014,885920,2026,6
111,1097,2013,780592,2026,6
111,1098,2014,834442,2026,6
111,1098,2013,743078,2026,6
